filename,distance,label
aagfhgtpmv.mp4,0.5823408,1
aagfhgtpmv.mp4,0.58533174,1
aagfhgtpmv.mp4,0.6154748,1
aagfhgtpmv.mp4,0.62431484,1
aagfhgtpmv.mp4,0.629985,1
aagfhgtpmv.mp4,0.56808907,1
aagfhgtpmv.mp4,0.5444866,1
aagfhgtpmv.mp4,0.4408008,1
aagfhgtpmv.mp4,0.42325005,1
aagfhgtpmv.mp4,0.4883002,1
aagfhgtpmv.mp4,0.40957075,1
aagfhgtpmv.mp4,0.4125761,1
aagfhgtpmv.mp4,0.42207247,1
aagfhgtpmv.mp4,0.39732215,1
aagfhgtpmv.mp4,0.3668508,1
aagfhgtpmv.mp4,0.43385053,1
aagfhgtpmv.mp4,0.41880867,1
aagfhgtpmv.mp4,0.37447459,1
aagfhgtpmv.mp4,0.44955945,1
aagfhgtpmv.mp4,0.41115794,1
aagfhgtpmv.mp4,0.47617862,1
aagfhgtpmv.mp4,0.52627647,1
aagfhgtpmv.mp4,0.42577904,1
aagfhgtpmv.mp4,0.42103773,1
aagfhgtpmv.mp4,0.371197,1
aagfhgtpmv.mp4,0.3430304,1
aagfhgtpmv.mp4,0.38356516,1
aagfhgtpmv.mp4,0.39292774,1
aagfhgtpmv.mp4,0.39325675,1
aagfhgtpmv.mp4,0.38423416,1
aagfhgtpmv.mp4,0.6196018,1
aagfhgtpmv.mp4,0.5903227,1
aagfhgtpmv.mp4,0.5694182,1
aagfhgtpmv.mp4,0.5252544,1
aagfhgtpmv.mp4,0.40714812,1
aagfhgtpmv.mp4,0.49382183,1
aagfhgtpmv.mp4,0.5339427,1
aagfhgtpmv.mp4,0.5197877,1
aagfhgtpmv.mp4,0.44776642,1
aagfhgtpmv.mp4,0.44075882,1
aagfhgtpmv.mp4,0.4742149,1
aagfhgtpmv.mp4,0.6567332,1
aagfhgtpmv.mp4,0.5408407,1
aagfhgtpmv.mp4,0.5473821,1
aagfhgtpmv.mp4,0.4689391,1
aagfhgtpmv.mp4,0.6493156,1
aagfhgtpmv.mp4,0.66244966,1
aagfhgtpmv.mp4,0.6638303,1
aagfhgtpmv.mp4,0.62817824,1
aagfhgtpmv.mp4,0.7009954,1
aagfhgtpmv.mp4,0.682324,1
aagfhgtpmv.mp4,0.5448147,1
aagfhgtpmv.mp4,0.48920092,1
aagfhgtpmv.mp4,0.5021381,1
aagfhgtpmv.mp4,0.4118374,1
aagfhgtpmv.mp4,0.42951787,1
aagfhgtpmv.mp4,0.38010833,1
aagfhgtpmv.mp4,0.3619224,1
aagfhgtpmv.mp4,0.3607226,1
aagfhgtpmv.mp4,0.3676482,1
aagfhgtpmv.mp4,0.37254974,1
aagfhgtpmv.mp4,0.33874545,1
aagfhgtpmv.mp4,0.3578987,1
aagfhgtpmv.mp4,0.36913264,1
aagfhgtpmv.mp4,0.4739273,1
aagfhgtpmv.mp4,0.49734765,1
aagfhgtpmv.mp4,0.516563,1
aagfhgtpmv.mp4,0.46571878,1
aagfhgtpmv.mp4,0.5279951,1
aagfhgtpmv.mp4,0.50604093,1
aagfhgtpmv.mp4,0.55133194,1
aagfhgtpmv.mp4,0.45512348,1
aagfhgtpmv.mp4,0.45131883,1
aagfhgtpmv.mp4,0.47327918,1
aagfhgtpmv.mp4,0.404012,1
aagfhgtpmv.mp4,0.40868682,1
aagfhgtpmv.mp4,0.3965405,1
aagfhgtpmv.mp4,0.40161547,1
aagfhgtpmv.mp4,0.38407892,1
aagfhgtpmv.mp4,0.35565528,1
aagfhgtpmv.mp4,0.34595057,1
aagfhgtpmv.mp4,0.3427297,1
aagfhgtpmv.mp4,0.38898984,1
aagfhgtpmv.mp4,0.3753249,1
aagfhgtpmv.mp4,0.3826707,1
aagfhgtpmv.mp4,0.39012536,1
aagfhgtpmv.mp4,0.34815827,1
aagfhgtpmv.mp4,0.42100528,1
aagfhgtpmv.mp4,0.35574195,1
aagfhgtpmv.mp4,0.3651881,1
aagfhgtpmv.mp4,0.41290572,1
aagfhgtpmv.mp4,0.7013325,1
aagfhgtpmv.mp4,0.7506973,1
aagfhgtpmv.mp4,0.7323533,1
aagfhgtpmv.mp4,0.655662,1
aagfhgtpmv.mp4,0.61181104,1
aagfhgtpmv.mp4,0.6696462,1
aagfhgtpmv.mp4,0.7023873,1
aagfhgtpmv.mp4,0.7008906,1
aagfhgtpmv.mp4,0.6860726,1
aagfhgtpmv.mp4,0.66314816,1
aagfhgtpmv.mp4,0.68214035,1
aagfhgtpmv.mp4,0.665049,1
aagfhgtpmv.mp4,0.68095094,1
aagfhgtpmv.mp4,0.7070003,1
aagfhgtpmv.mp4,0.66026926,1
aagfhgtpmv.mp4,0.6551055,1
aagfhgtpmv.mp4,0.64847094,1
aagfhgtpmv.mp4,0.6484187,1
aagfhgtpmv.mp4,0.6628993,1
aagfhgtpmv.mp4,0.63631016,1
aagfhgtpmv.mp4,0.6450092,1
aagfhgtpmv.mp4,0.6259954,1
aagfhgtpmv.mp4,0.64293873,1
aagfhgtpmv.mp4,0.6443978,1
aagfhgtpmv.mp4,0.62587154,1
aagfhgtpmv.mp4,0.5958849,1
aagfhgtpmv.mp4,0.61163116,1
aagfhgtpmv.mp4,0.62325627,1
aagfhgtpmv.mp4,0.584641,1
aagfhgtpmv.mp4,0.6174815,1
aagfhgtpmv.mp4,0.66387314,1
aagfhgtpmv.mp4,0.65728825,1
aagfhgtpmv.mp4,0.622484,1
aagfhgtpmv.mp4,0.6401888,1
aagfhgtpmv.mp4,0.47793597,1
aagfhgtpmv.mp4,0.47836775,1
aagfhgtpmv.mp4,0.47852096,1
aagfhgtpmv.mp4,0.4553716,1
aagfhgtpmv.mp4,0.43723354,1
aagfhgtpmv.mp4,0.43597066,1
aagfhgtpmv.mp4,1.3147476,1
aagfhgtpmv.mp4,0.44045895,1
aagfhgtpmv.mp4,0.49715024,1
aagfhgtpmv.mp4,0.45662668,1
aagfhgtpmv.mp4,0.39786384,1
aagfhgtpmv.mp4,0.35297987,1
aagfhgtpmv.mp4,0.4059883,1
aagfhgtpmv.mp4,0.36916786,1
aagfhgtpmv.mp4,0.45683244,1
aagfhgtpmv.mp4,0.44715175,1
aagfhgtpmv.mp4,0.40085337,1
aagfhgtpmv.mp4,0.3737963,1
aagfhgtpmv.mp4,0.48538,1
aagfhgtpmv.mp4,0.43940327,1
aagfhgtpmv.mp4,0.51424634,1
aagfhgtpmv.mp4,0.4981318,1
aagfhgtpmv.mp4,0.42724034,1
aagfhgtpmv.mp4,0.47836843,1
aagfhgtpmv.mp4,0.48057157,1
aagfhgtpmv.mp4,0.47305444,1
aagfhgtpmv.mp4,0.48307762,1
aagfhgtpmv.mp4,0.51562905,1
aagfhgtpmv.mp4,0.519819,1
aagfhgtpmv.mp4,0.69152045,1
aagfhgtpmv.mp4,0.47428647,1
aagfhgtpmv.mp4,1.1685888,1
aagfhgtpmv.mp4,0.42226562,1
aagfhgtpmv.mp4,0.4948457,1
aagfhgtpmv.mp4,0.48847184,1
aagfhgtpmv.mp4,0.45405295,1
aagfhgtpmv.mp4,0.4479713,1
aagfhgtpmv.mp4,0.46878594,1
aagfhgtpmv.mp4,0.49369824,1
aagfhgtpmv.mp4,0.5146405,1
aagfhgtpmv.mp4,0.49574238,1
aagfhgtpmv.mp4,0.48958212,1
aagfhgtpmv.mp4,0.5155342,1
aagfhgtpmv.mp4,0.5527564,1
aagfhgtpmv.mp4,1.3999732,1
aagfhgtpmv.mp4,0.5528313,1
aagfhgtpmv.mp4,1.3906511,1
aagfhgtpmv.mp4,0.5528915,1
aagfhgtpmv.mp4,1.4817066,1
aagfhgtpmv.mp4,0.6440572,1
aagfhgtpmv.mp4,0.6356207,1
aagfhgtpmv.mp4,1.362512,1
aagfhgtpmv.mp4,0.6386303,1
aagfhgtpmv.mp4,0.65950394,1
aagfhgtpmv.mp4,0.63571066,1
aagfhgtpmv.mp4,0.64110285,1
aagfhgtpmv.mp4,1.3814446,1
aagfhgtpmv.mp4,0.62209463,1
aagfhgtpmv.mp4,0.61874884,1
aagfhgtpmv.mp4,0.62661797,1
aagfhgtpmv.mp4,0.5869569,1
aagfhgtpmv.mp4,0.5939122,1
aagfhgtpmv.mp4,0.7115131,1
aagfhgtpmv.mp4,0.6522396,1
aagfhgtpmv.mp4,0.6526222,1
aagfhgtpmv.mp4,0.5095549,1
aagfhgtpmv.mp4,0.45967278,1
aagfhgtpmv.mp4,0.46033102,1
aagfhgtpmv.mp4,0.4728008,1
aagfhgtpmv.mp4,0.3901516,1
aagfhgtpmv.mp4,0.37307385,1
aagfhgtpmv.mp4,0.4291367,1
aagfhgtpmv.mp4,0.520337,1
aagfhgtpmv.mp4,0.42386562,1
aagfhgtpmv.mp4,0.41405934,1
aagfhgtpmv.mp4,0.42551324,1
aagfhgtpmv.mp4,0.3990817,1
aagfhgtpmv.mp4,0.3999751,1
aagfhgtpmv.mp4,0.41645816,1
aagfhgtpmv.mp4,0.4059642,1
aagfhgtpmv.mp4,0.38658187,1
aagfhgtpmv.mp4,0.40386158,1
aagfhgtpmv.mp4,0.41048145,1
aagfhgtpmv.mp4,0.4040896,1
aagfhgtpmv.mp4,0.45446253,1
aagfhgtpmv.mp4,0.42252037,1
aagfhgtpmv.mp4,0.4246618,1
aagfhgtpmv.mp4,0.40833065,1
aagfhgtpmv.mp4,0.4344236,1
aagfhgtpmv.mp4,0.40772775,1
aagfhgtpmv.mp4,0.3523684,1
aagfhgtpmv.mp4,0.43161884,1
aagfhgtpmv.mp4,0.47529992,1
aagfhgtpmv.mp4,0.5283498,1
aagfhgtpmv.mp4,0.42511797,1
aagfhgtpmv.mp4,0.4382157,1
aagfhgtpmv.mp4,1.2856709,1
aagfhgtpmv.mp4,0.54997385,1
aagfhgtpmv.mp4,0.49061978,1
aagfhgtpmv.mp4,0.4991229,1
aagfhgtpmv.mp4,0.49877664,1
aagfhgtpmv.mp4,0.48713428,1
aagfhgtpmv.mp4,0.4670815,1
aagfhgtpmv.mp4,0.42790523,1
aagfhgtpmv.mp4,0.3683782,1
aagfhgtpmv.mp4,0.42984253,1
aagfhgtpmv.mp4,0.4307516,1
aagfhgtpmv.mp4,0.42208412,1
aagfhgtpmv.mp4,0.3809212,1
aagfhgtpmv.mp4,0.34972835,1
aagfhgtpmv.mp4,0.35600325,1
aagfhgtpmv.mp4,0.37468415,1
aagfhgtpmv.mp4,0.42218557,1
aagfhgtpmv.mp4,0.42823616,1
aagfhgtpmv.mp4,0.39580137,1
aagfhgtpmv.mp4,0.3499149,1
aagfhgtpmv.mp4,0.37110487,1
aagfhgtpmv.mp4,0.39758378,1
aagfhgtpmv.mp4,0.42532185,1
aagfhgtpmv.mp4,0.45461798,1
aagfhgtpmv.mp4,0.40622628,1
aagfhgtpmv.mp4,0.4084953,1
aagfhgtpmv.mp4,0.3833021,1
aagfhgtpmv.mp4,0.3988163,1
aagfhgtpmv.mp4,0.4085562,1
aagfhgtpmv.mp4,0.3897702,1
aagfhgtpmv.mp4,0.3878208,1
aagfhgtpmv.mp4,0.42619774,1
aagfhgtpmv.mp4,0.4068245,1
aagfhgtpmv.mp4,0.4078842,1
aagfhgtpmv.mp4,0.42905444,1
aagfhgtpmv.mp4,1.2641542,1
aagfhgtpmv.mp4,0.4004434,1
aagfhgtpmv.mp4,1.1548048,1
aagfhgtpmv.mp4,0.38047218,1
aagfhgtpmv.mp4,0.47489128,1
aagfhgtpmv.mp4,1.335238,1
aagfhgtpmv.mp4,0.49662057,1
aagfhgtpmv.mp4,0.58646905,1
aagfhgtpmv.mp4,0.60418427,1
aagfhgtpmv.mp4,1.3785706,1
aagfhgtpmv.mp4,0.49318016,1
aagfhgtpmv.mp4,0.43249512,1
aagfhgtpmv.mp4,0.40081137,1
aagfhgtpmv.mp4,0.4061283,1
aagfhgtpmv.mp4,0.38427997,1
aagfhgtpmv.mp4,0.36402395,1
aagfhgtpmv.mp4,0.38759205,1
aagfhgtpmv.mp4,1.3635293,1
aagfhgtpmv.mp4,0.3957572,1
aagfhgtpmv.mp4,1.2951485,1
aagfhgtpmv.mp4,0.41417474,1
aagfhgtpmv.mp4,1.3519195,1
aagfhgtpmv.mp4,0.475561,1
aagfhgtpmv.mp4,0.46661347,1
aagfhgtpmv.mp4,0.5265296,1
aagfhgtpmv.mp4,0.49774203,1
aagfhgtpmv.mp4,0.45233312,1
aagfhgtpmv.mp4,0.49282864,1
aagfhgtpmv.mp4,0.42956954,1
aagfhgtpmv.mp4,0.39719397,1
aagfhgtpmv.mp4,0.421069,1
aagfhgtpmv.mp4,0.435573,1
aagfhgtpmv.mp4,1.3881184,1
aagfhgtpmv.mp4,0.434874,1
aagfhgtpmv.mp4,0.4040549,1
aagfhgtpmv.mp4,0.44776368,1
aagfhgtpmv.mp4,0.38038677,1
aagfhgtpmv.mp4,1.4574741,1
aagfhgtpmv.mp4,0.35678378,1
aagfhgtpmv.mp4,0.36721346,1
aagfhgtpmv.mp4,0.42898658,1
aagfhgtpmv.mp4,0.482801,1
aagfhgtpmv.mp4,0.49566537,1
aagfhgtpmv.mp4,0.50284463,1
aagfhgtpmv.mp4,0.47337008,1
aagfhgtpmv.mp4,0.4305001,1
aagfhgtpmv.mp4,0.42306978,1
aagfhgtpmv.mp4,0.45485273,1
aagfhgtpmv.mp4,0.44240648,1
aagfhgtpmv.mp4,0.44954637,1
aagfhgtpmv.mp4,0.42108557,1
aagfhgtpmv.mp4,0.4233626,1
aagfhgtpmv.mp4,0.42222348,1
aagfhgtpmv.mp4,0.44705948,1
aagfhgtpmv.mp4,0.50551623,1
aagfhgtpmv.mp4,0.4521091,1
aagfhgtpmv.mp4,0.44345888,1
aagfhgtpmv.mp4,0.441283,1
aagfhgtpmv.mp4,0.4558175,1
aagfhgtpmv.mp4,0.45897436,1
aagfhgtpmv.mp4,0.4698829,1
aapnvogymq.mp4,0.780722,1
aapnvogymq.mp4,0.8374037,1
aapnvogymq.mp4,0.78552324,1
aapnvogymq.mp4,0.8209591,1
aapnvogymq.mp4,0.7744773,1
aapnvogymq.mp4,0.8147706,1
aapnvogymq.mp4,0.7984001,1
aapnvogymq.mp4,0.7855613,1
aapnvogymq.mp4,0.7979507,1
aapnvogymq.mp4,0.7813561,1
